Image_ID,Scene_Type,Objects_Detected,Bounding_Boxes,Text_Extracted,Confidence_Score
IMG_4227,Fire Scene,"remote, tie",2 regions detected,,0.854
IMG_4228,Fire Scene,fire (color-based),color analysis,moo.czstooismillU - \,0.99
IMG_4229,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4230,Fire Scene,remote,1 regions detected,,0.362
IMG_4231,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4232,Fire Scene,remote,1 regions detected,,0.679
IMG_4233,Fire Scene,train,1 regions detected,UltimateChase.com,0.382
IMG_4234,Fire Scene,remote,1 regions detected,,0.422
IMG_4235,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4236,Fire Scene,remote,2 regions detected,,0.661
IMG_4237,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4238,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4239,Fire Scene,fire (color-based),color analysis,“oo BSeUDSIEWIIN,0.99
IMG_4240,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4241,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4242,Fire Scene,remote,1 regions detected,,0.354
IMG_4243,Fire Scene,cake,1 regions detected,,0.37
IMG_4244,Fire Scene,train,1 regions detected,UltimateChase.com,0.323
IMG_4245,Fire Scene,remote,1 regions detected,nnwusteqpaee cou),0.38
IMG_4246,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4247,Fire Scene,fire (color-based),color analysis,ee | rie 7) ay | ¥ Sours fF se HR my i ;,0.99
IMG_4248,Fire Scene,train,1 regions detected,oa UltimateChase.com,0.275
IMG_4249,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4250,Fire Scene,book,1 regions detected,,0.354
IMG_4251,Fire Scene,"remote, book",2 regions detected,,0.297
IMG_4252,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4253,Fire Scene,remote,1 regions detected,,0.321
IMG_4254,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4255,Fire Scene,remote,1 regions detected,,0.357
IMG_4256,Fire Scene,remote,1 regions detected,,0.734
IMG_4257,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4258,Fire Scene,fire (color-based),color analysis,NiflwsfECuUs2ee coLW,0.99
IMG_4259,Fire Scene,fire (color-based),color analysis,UltimateChase.com » {,0.99
IMG_4260,Fire Scene,remote,1 regions detected,,0.684
IMG_4261,Fire Scene,remote,1 regions detected,,0.711
IMG_4262,Fire Scene,fire (color-based),color analysis,: on bo oN ‘ 7 },0.99
IMG_4263,Fire Scene,remote,1 regions detected,,0.465
IMG_4264,Fire Scene,remote,1 regions detected,,0.672
IMG_4265,Fire Scene,remote,1 regions detected,,0.771
IMG_4266,Fire Scene,remote,1 regions detected,,0.263
IMG_4267,Fire Scene,remote,1 regions detected,,0.275
IMG_4268,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4269,Fire Scene,remote,1 regions detected,,0.786
IMG_4270,Assault / Violence,knife,1 regions detected,,0.311
IMG_4271,Fire Scene,fire (color-based),color analysis,Moo'aseydayewnin,0.99
IMG_4272,Fire Scene,remote,1 regions detected,,0.636
IMG_4273,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4274,Fire Scene,fire (color-based),color analysis,Nifiwsfecuses cow,0.99
IMG_4275,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4276,Fire Scene,remote,1 regions detected,,0.764
IMG_4277,Fire Scene,remote,1 regions detected,,0.772
IMG_4278,Fire Scene,fire (color-based),color analysis,a aor) fi rhe Niflus[eCuse6 COW,0.99
IMG_4279,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4280,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4281,Fire Scene,fire (color-based),color analysis,,0.96
IMG_4282,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4283,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4284,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4285,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4286,Fire Scene,fire (color-based),color analysis,,0.93
IMG_4287,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4288,Assault / Violence,"umbrella, knife",2 regions detected,,0.326
IMG_4289,Assault / Violence,person,1 regions detected,,0.397
IMG_4290,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4291,Fire Scene,fire (color-based),color analysis,,0.64
IMG_4292,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4293,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4294,Fire Scene,fire (color-based),color analysis,,0.78
IMG_4295,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4296,Assault / Violence,"carrot, knife",3 regions detected,,0.478
IMG_4297,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4298,Fire Scene,fire (color-based),color analysis,,0.89
IMG_4299,Fire Scene,"remote, tie",2 regions detected,,0.518
IMG_4300,Fire Scene,remote,1 regions detected,,0.436
IMG_4301,Fire Scene,remote,1 regions detected,,0.575
IMG_4302,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4303,Fire Scene,remote,1 regions detected,,0.326
IMG_4304,Fire Scene,remote,1 regions detected,,0.416
IMG_4305,Fire Scene,remote,1 regions detected,,0.763
IMG_4306,Fire Scene,"remote, tie",2 regions detected,,0.755
IMG_4307,Fire Scene,fire (color-based),color analysis,Nifwsrecyuses cow,0.99
IMG_4308,Fire Scene,fire (color-based),color analysis,NilWS{ECHSe6 cou;,0.99
IMG_4309,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4310,Assault / Violence,knife,1 regions detected,UltimateChase.com,0.31
IMG_4311,Fire Scene,fire (color-based),color analysis,"Woo"" BseuDeeun",0.99
IMG_4312,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4313,Fire Scene,remote,1 regions detected,,0.258
IMG_4314,Fire Scene,remote,1 regions detected,,0.816
IMG_4315,Fire Scene,oven,1 regions detected,WOS'aseydazewnin,0.3
IMG_4316,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4317,Fire Scene,remote,2 regions detected,,0.509
IMG_4318,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4319,Fire Scene,remote,1 regions detected,,0.457
IMG_4320,Fire Scene,remote,1 regions detected,,0.275
IMG_4321,Fire Scene,"remote, book",2 regions detected,,0.48
IMG_4322,Vehicle Accident,bus,1 regions detected,UltimateChase.com,0.395
IMG_4323,Fire Scene,remote,1 regions detected,,0.478
IMG_4324,Assault / Violence,knife,2 regions detected,,0.401
IMG_4325,Fire Scene,remote,1 regions detected,,0.672
IMG_4326,Fire Scene,fire (color-based),color analysis,"Woo"" SSeUQoewUNa",0.99
IMG_4327,Fire Scene,remote,1 regions detected,,0.254
IMG_4328,Fire Scene,fire (color-based),color analysis,DIMWWSI6CUS26 com,0.99
IMG_4329,Assault / Violence,"book, remote, knife",3 regions detected,,0.752
IMG_4330,Vehicle Accident,car,1 regions detected,,0.336
IMG_4331,Fire Scene,fire (color-based),color analysis,Ultim | ateChase.com,0.99
IMG_4332,Fire Scene,remote,1 regions detected,,0.898
IMG_4333,Fire Scene,fire (color-based),color analysis,"WOo eSeUDSIEUININ, ee",0.99
IMG_4334,Fire Scene,remote,1 regions detected,,0.73
IMG_4335,Fire Scene,fire (color-based),color analysis,a UltimateChase.com,0.99
IMG_4336,Fire Scene,remote,1 regions detected,,0.59
IMG_4337,Fire Scene,carrot,1 regions detected,,0.259
IMG_4338,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4339,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4340,Fire Scene,book,1 regions detected,,0.311
IMG_4341,Fire Scene,remote,1 regions detected,,0.561
IMG_4342,Fire Scene,remote,1 regions detected,Ee UitimateChase.com,0.264
IMG_4343,Fire Scene,remote,2 regions detected,,0.809
IMG_4344,Fire Scene,remote,1 regions detected,,0.869
IMG_4345,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4346,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4347,Fire Scene,fire (color-based),color analysis,"rTM ee "" a ce a \ ae",0.99
IMG_4348,Fire Scene,"tv, remote",2 regions detected,,0.524
IMG_4349,Fire Scene,remote,1 regions detected,. ne 5 lll,0.491
IMG_4350,Fire Scene,"remote, tie",2 regions detected,,0.611
IMG_4351,Fire Scene,book,1 regions detected,,0.282
IMG_4352,Fire Scene,remote,1 regions detected,,0.359
IMG_4353,Fire Scene,bowl,1 regions detected,,0.335
IMG_4354,Fire Scene,"remote, tie",2 regions detected,,0.499
IMG_4355,Fire Scene,remote,1 regions detected,,0.544
IMG_4356,Fire Scene,remote,1 regions detected,re i Th) |. ad Te eee el : Hed i,0.799
IMG_4357,Fire Scene,remote,1 regions detected,,0.494
IMG_4358,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4359,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4360,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4361,Fire Scene,remote,1 regions detected,,0.37
IMG_4362,Fire Scene,book,1 regions detected,,0.304
IMG_4363,Fire Scene,fire (color-based),color analysis,"onal mihi N x a ao"" a",0.99
IMG_4364,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4365,Fire Scene,remote,1 regions detected,,0.51
IMG_4366,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4367,Fire Scene,remote,1 regions detected,+g) : a Aly \ ‘ ’ ‘ ‘ . VY a,0.745
IMG_4368,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4369,Fire Scene,"remote, tie",2 regions detected,,0.534
IMG_4370,Assault / Violence,knife,1 regions detected,,0.422
IMG_4371,Fire Scene,fire (color-based),color analysis,UltimateChase.com d oe sil a,0.99
IMG_4372,Fire Scene,remote,1 regions detected,,0.328
IMG_4373,Fire Scene,remote,2 regions detected,,0.74
IMG_4374,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4375,Fire Scene,remote,1 regions detected,NOD BSeYUOSIEUNIN,0.628
IMG_4376,Fire Scene,remote,2 regions detected,,0.822
IMG_4377,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4378,Fire Scene,fire (color-based),color analysis,ww ri,0.99
IMG_4379,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4380,Fire Scene,remote,1 regions detected,,0.482
IMG_4381,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4382,Fire Scene,remote,1 regions detected,,0.296
IMG_4383,Fire Scene,remote,1 regions detected,,0.415
IMG_4384,Fire Scene,fire (color-based),color analysis,"UltimateChase.com A ae ; ' , "" nt Te",0.99
IMG_4385,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4386,Assault / Violence,knife,1 regions detected,,0.717
IMG_4387,Fire Scene,fire (color-based),color analysis,"NWST6ECUSe6 cou,",0.99
IMG_4388,Fire Scene,fire (color-based),color analysis,Be). ik ii aii) wuoo SSEYDI}OWININ,0.99
IMG_4389,Assault / Violence,knife,1 regions detected,,0.28
IMG_4390,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4391,Fire Scene,remote,1 regions detected,,0.571
IMG_4392,Fire Scene,fire (color-based),color analysis,UltimateChase.com Cie ae ibd 1 Sy,0.99
IMG_4393,Fire Scene,"pizza, remote",2 regions detected,,0.469
IMG_4394,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4395,Fire Scene,fire (color-based),color analysis,Moo. 7,0.99
IMG_4396,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4397,Fire Scene,fire (color-based),color analysis,nigwsrsCcpses cow,0.99
IMG_4398,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4399,Fire Scene,fire (color-based),color analysis,,0.97
IMG_4400,Fire Scene,fire (color-based),color analysis,,0.82
IMG_4401,Fire Scene,fire (color-based),color analysis,,0.74
IMG_4402,Fire Scene,fire (color-based),color analysis,,0.87
IMG_4403,Fire Scene,fire (color-based),color analysis,,0.84
IMG_4404,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4405,Fire Scene,carrot,2 regions detected,,0.413
IMG_4406,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4407,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4408,Fire Scene,oven,1 regions detected,roa ; Pl bs ui | es / WOO SSEUDSIEWININ,0.489
IMG_4409,Fire Scene,fire (color-based),color analysis,UltimateChase.com Fa | ee ae mi te Vig,0.99
IMG_4410,Assault / Violence,knife,1 regions detected,m2 Simpy,0.613
IMG_4411,Fire Scene,"tie, remote",2 regions detected,,0.463
IMG_4412,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4413,Assault / Violence,knife,1 regions detected,ye H,0.498
IMG_4414,Assault / Violence,knife,2 regions detected,,0.465
IMG_4415,Assault / Violence,knife,2 regions detected,,0.446
IMG_4416,Fire Scene,fire (color-based),color analysis,UltimateChase.com ina it i my ry vee,0.99
IMG_4417,Fire Scene,fire (color-based),color analysis,id * -,0.99
IMG_4418,Assault / Violence,knife,1 regions detected,pate Chase Com Fo ae a Uiti,0.445
IMG_4419,Fire Scene,fire (color-based),color analysis,Niswsfecuses‘cow,0.99
IMG_4420,Fire Scene,fire (color-based),color analysis,WOd aSeYydea}ewiij,0.99
IMG_4421,Fire Scene,fire (color-based),color analysis,"i 5) ie | ae NiIWSfECuSe26‘cou,",0.99
IMG_4422,Fire Scene,remote,1 regions detected,,0.382
IMG_4423,Assault / Violence,knife,1 regions detected,,0.251
IMG_4424,Fire Scene,remote,1 regions detected,,0.692
IMG_4425,Fire Scene,remote,1 regions detected,,0.66
IMG_4426,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4427,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4428,Fire Scene,book,1 regions detected,,0.301
IMG_4429,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4430,Assault / Violence,knife,1 regions detected,Ls le Niflwis{ecuse6’cow,0.373
IMG_4431,Fire Scene,remote,1 regions detected,,0.577
IMG_4432,Fire Scene,remote,1 regions detected,cog .sesnosismillU,0.373
IMG_4433,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4434,Fire Scene,fire (color-based),color analysis,ISOC SCS Soe,0.99
IMG_4435,Fire Scene,remote,1 regions detected,M03. se6nOst6mitlU el rt mie,0.417
IMG_4436,Fire Scene,remote,2 regions detected,,0.683
IMG_4437,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4438,Fire Scene,remote,1 regions detected,,0.504
IMG_4439,Assault / Violence,knife,1 regions detected,,0.382
IMG_4440,Assault / Violence,knife,1 regions detected,,0.273
IMG_4441,Assault / Violence,"remote, knife",2 regions detected,WOSaseYyoa}ewinin,0.371
IMG_4442,Fire Scene,remote,1 regions detected,HOD @SEUDSIEWININ,0.306
IMG_4443,Assault / Violence,knife,1 regions detected,moo.eeshosismilll ry i min,0.553
IMG_4444,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4445,Assault / Violence,knife,3 regions detected,,0.475
IMG_4446,Fire Scene,remote,1 regions detected,,0.637
IMG_4447,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4448,Assault / Violence,knife,2 regions detected,,0.534
IMG_4449,Fire Scene,remote,1 regions detected,,0.814
IMG_4450,Fire Scene,fire (color-based),color analysis,UltimateChase.com . aS & a ih : mi te,0.99
IMG_4451,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4452,Fire Scene,fire (color-based),color analysis,"fy i cian Li . A , Ya WO? eseyos}ewin",0.99
IMG_4453,Fire Scene,fire (color-based),color analysis,UltimateChase.com mA a 7) me an rar,0.99
IMG_4454,Fire Scene,remote,1 regions detected,UltimateChase.com a i ry ami nt,0.252
IMG_4455,Assault / Violence,knife,1 regions detected,FIfWSISECHS2e COL },0.327
IMG_4456,Fire Scene,"pizza, remote",2 regions detected,,0.407
IMG_4457,Assault / Violence,"knife, cake",3 regions detected,,0.43
IMG_4458,Fire Scene,fire (color-based),color analysis,Nilwsiecuse6‘cou,0.99
IMG_4459,Fire Scene,remote,1 regions detected,moo.sesnOsismillU,0.534
IMG_4460,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4461,Fire Scene,remote,1 regions detected,a sfeCpsee cow!,0.267
IMG_4462,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4463,Fire Scene,fire (color-based),color analysis,oS CYO PICU,0.99
IMG_4464,Fire Scene,remote,2 regions detected,MOO SesnOsismitiU oe rT 8 rie,0.592
IMG_4465,Fire Scene,remote,1 regions detected,,0.379
IMG_4466,Fire Scene,fire (color-based),color analysis,"\ moo.sesnOsismillU ct , dali",0.99
IMG_4467,Assault / Violence,knife,1 regions detected,,0.265
IMG_4468,Fire Scene,remote,1 regions detected,‘ aT m vy ar,0.434
IMG_4469,Fire Scene,fire (color-based),color analysis,UltimateChase.com Th ibd |,0.99
IMG_4470,Fire Scene,fire (color-based),color analysis,,0.98
IMG_4471,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4472,Fire Scene,fire (color-based),color analysis,,0.86
IMG_4473,Fire Scene,tie,1 regions detected,,0.396
IMG_4474,Fire Scene,fire (color-based),color analysis,,0.95
IMG_4475,Fire Scene,fire (color-based),color analysis,,0.79
IMG_4476,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4477,Fire Scene,fire (color-based),color analysis,,0.83
IMG_4478,Fire Scene,fire (color-based),color analysis,,0.99
IMG_4479,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4480,Assault / Violence,"dining table, knife",2 regions detected,,0.359
IMG_4481,Fire Scene,"remote, bottle",2 regions detected,NigwsjeCyses cow,0.415
IMG_4482,Assault / Violence,"knife, book",2 regions detected,,0.275
IMG_4483,Fire Scene,remote,1 regions detected,sesooismillU,0.453
IMG_4484,Fire Scene,remote,1 regions detected,aa vr ’,0.433
IMG_4485,Fire Scene,pizza,1 regions detected,,0.32
IMG_4486,Fire Scene,fire (color-based),color analysis,NilWS{S6CuUse6 cou),0.99
IMG_4487,Fire Scene,fire (color-based),color analysis,bo ng fi {Ug [SCU g 2 = ‘co LJ,0.99
IMG_4488,Fire Scene,remote,1 regions detected,UltimateChase.com,0.559
IMG_4489,Fire Scene,fire (color-based),color analysis,UltimateChase.com | mt « re bk ak,0.99
IMG_4490,Fire Scene,remote,1 regions detected,,0.775
IMG_4491,Fire Scene,"pizza, remote",2 regions detected,nnwsreCcpses COW,0.444
IMG_4492,Assault / Violence,"remote, knife",3 regions detected,,0.33
IMG_4493,Fire Scene,fire (color-based),color analysis,i moo.sesnOstsmiliU,0.99
IMG_4494,Assault / Violence,"remote, person",2 regions detected,MmO9.se6nOsismillU,0.349
IMG_4495,Fire Scene,"remote, tie",2 regions detected,,0.501
IMG_4496,Fire Scene,remote,1 regions detected,,0.261
IMG_4497,Fire Scene,fire (color-based),color analysis,NiWwslecuses cow,0.99
IMG_4498,Fire Scene,fire (color-based),color analysis,MO3.sesnOsismillU ‘fe,0.99
IMG_4499,Fire Scene,pizza,1 regions detected,moo.sesnOsismillU,0.422
IMG_4500,Assault / Violence,knife,1 regions detected,roo. e2eooismillU hs ll Aue idl,0.321
IMG_4501,Fire Scene,fire (color-based),color analysis,moo.seshosismillU lad ne re ee,0.99
IMG_4502,Fire Scene,fire (color-based),color analysis,UltimateChase.com ad mt a.) Da ie,0.99
IMG_4503,Assault / Violence,knife,1 regions detected,,0.335
IMG_4504,Assault / Violence,"bowl, knife",2 regions detected,j mi a TD,0.303
IMG_4505,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
IMG_4506,Fire Scene,fire (color-based),color analysis,| UltimateChase.com,0.99
IMG_4507,Fire Scene,fire (color-based),color analysis,WOd'SSEUDsIeEWIIN,0.99
IMG_4508,Assault / Violence,knife,1 regions detected,,0.318
IMG_4509,Fire Scene,fire (color-based),color analysis,NiguwusreCpses cow,0.99
IMG_4510,Fire Scene,carrot,1 regions detected,,0.273
IMG_4511,Fire Scene,fire (color-based),color analysis,UltimateChase.com,0.99
